titre,domaine,type_news
هذه الصور قديمة ولا تبين خطف ضابط إسرائيلي ودبابات مدمرة على يد مقاتلي حماس في قطاع غزة,,مضلل
العلم الظاهر في هذه المظاهرة المؤيدة لغزة هو شعار حزب الرفاه الهندي وليس العلم الإيطالي,,مضلل
هذا المقطع الذي يظهر الرئيس المصري مرتديًا الزي العسكري يعود لعام 2018 وليس في ظل الحرب الجارية,,مضلل
هذا المقطع من الخرطوم – السودان وليس لقصف إسرائيلي على أهالي غزة خلال تعبئتهم مياه للشرب,,مضلل
هذا المقطع يظهر تمريناً عسكرياً عام 2022 للبحرية الأمريكية، وليس لإصابة بارجة أمريكية بصاروخ حوثي مؤخراً,,مضلل
هذا المقطع قديم، ولا يظهر انتشار الجيش المصري على حدود غزة حديثًا,,مضلل
هذه الصورة معدلة رقميًا، ولا تظهر أبراجًا في ماليزيا أضيئت بعلم فلسطين مؤخرًا,,زائف
هذا المقطع قديم منذ عام ٢٠٢٢ على الأقل ، ولا يظهر صاروخ يضرب المستشفى المعمداني عن طريق الخطأ,,مضلل
هذا المقطع لا يظهر أطفالًا إسرائيليين محتجزين في أقفاص في أعقاب الأحداث الجارية في غزة,,مضلل
هذا الصوت مركب، ولا يظهر تلقي طاقم قناة سي أن أن أوامر بالتظاهر أنهم تحت القصف,,زائف
هذا المقطع الذي قيل إنه يظهر أخطبوطًا في مرآب سيارات في قطر غير حقيقي بل معدل رقميًّا,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,,زائف
هذه الصورة ليست لعملاق في قندهار، وإنما مصممة بالذكاء الاصطناعي,,زائف
هذا المقطع ليس للقطار الذي سيربط بين محافظتي كربلاء والنجف في العراق,,مضلل
هذا الفيديو متداول قبل الحرب بأسابيع ولا يظهر طفلة إسرائيلية اختُطفت هناك,,مضلل
هذه المشاهد تعود لإرسال مصر مساعدات إلى غزة في سنوات سابقة وليس حديثًا,,مضلل
هذا المقطع يصور تدمير دبابة تابعة للجيش الروسي، وليس لتدمير دبابة في غلاف غزة مؤخرًا,,مضلل
هذه الادعاءات المتداولة حول انقطاع الانترنت وخطورة اللقاحات زائفة,,زائف
هذا المقطع لا يظهر إطلاق وابل صواريخ من غزة حديثًا، بل متداول منذ عام 2020,,مضلل
هذا الخبر غير صحيح، لم يقدم فندق رونالدو المأوى المجاني لضحايا زلزال المغرب مؤخرًا,,زائف
هذا المقطع يعود لحريق في الصين عام 2022، وليس لحريق عمارة سكنية في أربيل مؤخرًا,,مضلل
هذه الصورة مفبركة، ولا تظهر إضاءة برج القاهرة بعلم فلسطين,,زائف
هذه المشاهد مقتبسة من لعبة محاكاة عسكرية وليست لإسقاط طائرات في غزة مؤخرًا,,زائف
هذه المشاهد تعود للعبة محاكاة عسكرية ولا تظهر إسقاط مقاتلة حربية في غزة حديثًا,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,,زائف
هذا المقطع قديم، ولا يبين إنقاذ شاب مصري عقب السيول التي تسببت بها العاصفة دانيال,,مضلل
المشاهد الواردة في هذا المقطع لا تظهر استشعار آلآف الدلافين حدوث تغيرات أرضية وشيكة,,مضلل
هذا المقطع متداول منذ أكتوبر 2018، وليس لإعصار ناري في تونس مؤخراً,,مضلل
فيديو الرجل الذي يصلي وسط السيل قديم ولا علاقة له بالسيول في درنة,,مضلل
هذا المقطع لا يصور جهازًا تابعًا لمشروع هارب، بل يظهر معدة تستخدم في تكرير النفط,,مضلل
هذا المقطع قديم، ولا يظهر هروب شاب بأموال تبرعات ضحايا زلزال المغرب مؤخرًا,,مضلل
هذا المقطع مجتزأ من سياقه، ولا صحة لخبر انقطاع الإنترنت عن العالم الشهر المقبل,,مضلل
هذا المقطع يعود لإرسال قطر كبائن لمتضرري زلزال تركيا في فبراير الماضي وليس للمغرب,,مضلل
هذا المقطع متداول منذ سنوات لفيضانات في تشيلي ولا علاقة له بالعاصفة دانيال في ليبيا,,مضلل
هذا المقطع قديم، ولا يصوّر رفع الأذان فوق بقايا مسجد مدمّر بسبب الزلزال في المغرب,,مضلل
هذا المقطع لا يصور قوة الفيضانات في ليبيا حديثا بل متداول منذ عام 2020 لسيول في جازان,,مضلل
هذه الصورة عبارة عن تصميم رقمي، ولا تبين سفينة حقيقية في بحر الآرال,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,,زائف
هذه الصورة قديمة، وليس لوميض أزرق شوهد في سماء المغرب لحظة حدوث الزلزال,,مضلل
هذا المقطع المتداول قديم ولا يظهر انهيار سد في درنة مؤخرًا في أعقاب العاصفة دانيال,,مضلل
هذا الفيديو قديم ولا يظهر طفلة تبكي والدتها المتوفاة بسبب الفيضانات في مدينة درنة الليبية,,مضلل
هذه المشاهد قديمة، ولا تظهر وصول محمد بن راشد إلى المغرب بعد الزلزال,,مضلل
هذا المقطع قديم، ولا يظهر عمليات إنقاذ نفذها الجيش المصري في ليبيا مؤخرًا,,مضلل
هذه الصور تظهر عواصف قديمة، وليست لعاصفة ترابية ضربت مصر مؤخراً,,مضلل
هذا المقطع يظهر مشاهد قديمة من أحداث مختلفة، وليست لإعصار ليبيا مؤخراً,,مضلل
المشاهد الواردة في هذا المقطع قديمة من أحداث مختلفة، ولا تبين فيضانات في ليبيا مؤخرًا,,مضلل
هذا المقطع قديم ولا يوثّق ظاهرة غريبة شوهدت في ليبيا قبيل العاصفة دانيال,,مضلل
